uuid,name,viaf_id,gnd_id,best_qid,best_label,best_description,best_score,best_reasons,second_qid,second_score,action,signal_source,all_candidates
ff561c55-dc39-452e-ace0-c2e5ee45e645,וואלף זאקסעל,,,,,,0,,,0,manual,name,[]
b2b90c41-0c8d-4d39-b513-e1189a9c387c,וואלף יאעל פאצדאמער,,,,,,0,,,0,manual,name,[]
d2954367-0862-4e54-a52f-91bf7c012eee,וואלף יוליץ,,,,,,0,,,0,manual,name,[]
e48fd124-2da2-4f79-aff1-34ad50e403e9,וואלף ליכטנשטאט,,,,,,0,,,0,manual,name,[]
c3bb8ad4-4b0c-4d8d-b2e1-6e50ad979933,וואלף לעויזאן,,,,,,0,,,0,manual,name,[]
d821effc-9187-43a0-b8e3-ebd3d8ef45d8,וואלף מאשלש,,,,,,0,,,0,manual,name,[]
a4222f4a-4cb3-4b3c-a1bc-f469c2b9890f,וואלף מזלאטאווי',,,,,,0,,,0,manual,name,[]
ae3f400a-e3f5-4edc-8ace-a1b89a2a40e4,וואלף נאסויא,,,,,,0,,,0,manual,name,[]
61395eef-f8af-409e-ac65-bc10236c26b7,"וואלף נייאבורג, פ""ומ",,,,,,0,,,0,manual,name,[]
fc4c13c3-f6ee-4f09-92e2-31046fe6b026,וואלף עטטלינגען,,,,,,0,,,0,manual,name,[]
0c8eb8f3-1427-4d78-a759-cf9aa28c35b2,וואלף פולאיי,,,,,,0,,,0,manual,name,[]
8549032e-5fce-48cb-8bae-94fbc07b8de3,וואלף פירד,,,,,,0,,,0,manual,name,[]
dfcecf26-2edc-497c-b1db-45b6a5aea883,"וואלף פ""ל בק""ב ג""ס",,,,,,0,,,0,manual,name,[]
75f9448b-3ee1-4dbf-86c7-ea1bc50bc914,וואלף פרידבערג,,,,,,0,,,0,manual,name,[]
99c62b91-4c33-402f-a672-387c797bd066,וואלף צבי,,,,,,0,,,0,manual,name,[]
8e650375-551e-4f08-8118-9848abf8bbf6,"ווייזל, אהרון",,,,,,0,,,0,manual,name,[]
b005f3b7-70dc-41ae-80b7-3617aa1b8ae2,"ווייזל, מאיר בר""ל",,,,,,0,,,0,manual,name,[]
afce7f90-23e2-4c69-a37e-2f33055230b9,ווייזעלס עללינגען,,,,,,0,,,0,manual,name,[]
c5998568-fab3-407f-9f80-e038a2732513,"ווייל, מאיר שמעון",,,,,,0,,,0,manual,name,[]
fc710b1e-23e8-43f3-a30e-86de11ce1d01,וו' ע' פ' א',,,,,,0,,,0,manual,name,[]
0ad0e586-64d6-4108-8c9d-8b3296814880,"ווערטהיים, זעליגמן",,,,,,0,,,0,manual,name,[]
bad51af4-a2d4-4f7c-84ec-47c786ea8ba5,"ווערסש, עזריאל",,,,,,0,,,0,manual,name,[]
012a43af-5a62-4fa7-9059-f5822ec231ba,זאב וואלף גאלדענבערג,,,,,,0,,,0,manual,name,[]
ba57c932-d4c5-4e33-a0bd-9ce6ca7e50fe,"זאקס, ישראל",,,,,,0,,,0,manual,name,[]
d7632eae-78dc-4a7e-a972-def6c00e814e,"זאקס, שלמה",,,,,,0,,,0,manual,name,[]
24677075-d129-4450-99c3-9fa32cf73579,"זונדל ב""ר הירש",,,,,,0,,,0,manual,name,[]
1e12e216-a9fc-46f4-bb0c-8d58c6d4b876,"זילץ, חיים",,,,,,0,,,0,manual,name,[]
c853022e-c83f-484a-81de-f62077c2ba95,זימל גונציהויזען,,,,,,0,,,0,manual,name,[]
5dc69700-bf95-4db1-96f3-cf2883db1194,זימן אייזק עסטענפעלד,,,,,,0,,,0,manual,name,[]
686312ec-a56c-4be2-a86b-9cb4cf29b893,"זיסל אסטראדע בה""ש",,,,,,0,,,0,manual,name,[]
2710465f-2ab3-42d4-9bbf-e1b87e3777a0,זיסקינד קאליר,,,,,,0,,,0,manual,name,[]
9a2aafa4-fbe3-470a-a0ed-83f595d1fa8a,"זכרי' ב""ר פייטל",,,,,,0,,,0,manual,name,[]
3b74a9bb-3943-4d72-b74c-a88aa9106366,"זכרי' בר""פ קליף ז""ל",,,,,,0,,,0,manual,name,[]
50cdf8f2-f058-4549-8282-4686a72d7807,זכרי' מענדיל,,,,,,0,,,0,manual,name,[]
53c08c6c-3269-42ba-96ea-769b619ef7ba,"זכרי' מענדל ברנ""פ",,,,,,0,,,0,manual,name,[]
8821128f-70df-4c8e-bae7-dff46af4174f,זלמונא פיורדא,,,,,,0,,,0,manual,name,[]
16b2b6b1-7766-4a15-9185-274e95f5f43c,זלמן בן משה ווינג,,,,,,0,,,0,manual,name,[]
6167bf7d-3fff-404f-bf30-f9ea721ec6ef,זלמן בעער,,,,,,0,,,0,manual,name,[]
6090225a-0055-4de0-afc2-959f9a120bf1,זלמן דעסויא,,,,,,0,,,0,manual,name,[]
6d168424-0ed9-4aeb-bf09-584c5290906b,"זלמן דש""ט",,,,,,0,,,0,manual,name,[]
549d94ea-d86a-48f0-9f54-9032197dc805,זלמן הירש,,,,,,0,,,0,manual,name,[]
24cd6d13-4645-448f-8ff1-a5aadf28e682,"זלמן הירש ב""ר יוסף ליב נייאבורג",,,,,,0,,,0,manual,name,[]
8724c614-e218-4467-9006-2bc12e3c3145,זלמן הלוי בן רפאל,,,,,,0,,,0,manual,name,[]
05885341-05e5-4c90-b401-db2360619517,זלמן הצפעלד,,,,,,0,,,0,manual,name,[]
a1b073ea-c5eb-49de-b1ea-6046596db5f6,זלמן טעדעסקא,,,,,,0,,,0,manual,name,[]
fd48ba5b-28a6-465c-b5b2-4cfe76996ce0,זלמן ליב אקס,,,,,,0,,,0,manual,name,[]
46d9c09e-2865-435a-a666-f4dfae76cccf,"זלמן ליסא בפ""ד",,,,,,0,,,0,manual,name,[]
359b5eff-b7ee-476f-9612-9dfb535ee47f,"זלמן פ""ד",,,,,,0,,,0,manual,name,[]
b4d609cd-1fc2-4861-8ba8-e7acd6413bc2,זלמן פרידבערג,,,,,,0,,,0,manual,name,[]
341ccb46-099e-46ef-85e6-3d8be2a531bf,"זלמן קאסל בק""ב",,,,,,0,,,0,manual,name,[]
2772c50a-82fc-4ecf-8e70-49c646a33c86,"זלמן ק""ב",,,,,,0,,,0,manual,name,[]
a7d17178-410f-492d-aae5-bbb0e7cfa428,זלמן שווייצר,,,,,,0,,,0,manual,name,[]
858ca314-7d0f-4b22-81d4-cc26463ff777,"זלמן שרד""פ",,,,,,0,,,0,manual,name,[]
668ada67-bc06-45e4-9865-f4bbf434c273,"זנוויל אשר, פ""ומ",,,,,,0,,,0,manual,name,[]
f100dbde-e452-4964-9395-2f1ab1830010,"זנוויל בר""א פ""פ",,,,,,0,,,0,manual,name,[]
d1d3cb3e-9452-4e7d-9839-bb5a3d299120,"זנוויל בר""ה בר""ן",,,,,,0,,,0,manual,name,[]
8cdc873f-69d4-451d-bf36-a119d58ac489,"זנוויל בר""נ",,,,,,0,,,0,manual,name,[]
5d55b606-3827-438c-89a3-f8c00ba60f76,זנוויל בר''נ,,,,,,0,,,0,manual,name,[]
5634f160-61b8-4a5b-a470-a0e79c26ce9f,"זנוויל בר""נ באמבורג",,,,,,0,,,0,manual,name,[]
d7532f61-6c56-4c6e-b839-b4bee2eef6cc,זנוויל הכהן,,,,,,0,,,0,manual,name,[]
eff5b27e-0392-45c1-93bf-4638c70409fe,זנוויל וויינשענק,,,,,,0,,,0,manual,name,[]
45f61d0f-77a7-4171-aa9d-ff32cdedea02,זנוויל נייא גאס,,,,,,0,,,0,manual,name,[]
63b91fe8-a135-4da5-8fa8-865e0b5cbab5,זנוויל נייאגאס,,,,,,0,,,0,manual,name,[]
ba817850-9b12-4632-ab29-a4cb7e04b552,זנוויל עטהויסען,,,,,,0,,,0,manual,name,[]
1f637a87-0779-4cea-8321-8e6317fb2ea4,זנוויל פייאגס,,,,,,0,,,0,manual,name,[]
bcc0ac42-ad18-4962-a8f0-7a715e4c5c20,"זנוויל פ""ל בק""ב",,,,,,0,,,0,manual,name,[]
1c7ad6dc-9979-4751-895b-9fc7f10d3b80,זעליג בער הארשיטץ,,,,,,0,,,0,manual,name,[]
f7db3cf7-c56d-451c-8805-d108de0e95d4,זעליג ליגניץ,,,,,,0,,,0,manual,name,[]
491ae509-0708-4c5d-ad43-95b87481b4b7,"זעליג ליפשיץ בק""ב",,,,,,0,,,0,manual,name,[]
39799445-701a-4fad-a367-08d8af15d7f9,זעליגמן אולמאן,,,,,,0,,,0,manual,name,[]
8e4179f1-1e95-4f06-b95c-5982f7bb67b6,"זעליגמן בר""י בק""ב",,,,,,0,,,0,manual,name,[]
506d50aa-cba7-4cd3-ac10-1fcf3fa7f674,זעליגמן דיטלבאך,,,,,,0,,,0,manual,name,[]
ea40f127-639a-4679-b833-b537af5ec177,"זעליגמן עטטלינגען, פ""ומ",,,,,,0,,,0,manual,name,[]
5e24f1e0-c806-4b16-acef-ab918c303a6c,זעליג שטיינבאך,,,,,,0,,,0,manual,name,[]
1f7b7588-5a1a-474e-9bc4-47ac92738a86,זעקל רעגענסבורג,,,,,,0,,,0,manual,name,[]
8ab1dfcd-6f79-48c2-ae8e-e958d0fd501a,זרחי' נ' מסעוד איש איטליא,,,,,,0,,,0,manual,name,[]
483add04-898a-4a8d-a269-9c948795d791,"חביב, משה בן שם טוב",,,,,,0,,,0,manual,name,[]
62fa4f4e-6f8d-47c0-b92a-6bfeb014f7d2,"חיאן, צדוק",,,,,,0,,,0,manual,name,[]
c0f83957-36ba-494e-845c-9255eb2dfd9a,"חיוס, טיבאל",,,,,,0,,,0,manual,name,[]
432da9d3-af62-48a7-82dc-0644e10ed459,"חיט, משה אברהם בן ראובן",,,,,,0,,,0,manual,name,[]
0c398d30-8608-404e-8594-79ddac3622be,חיים,,,Q33084262,Chaim,male given name (חיים),17,search_rank_0|name_exact|has_sitelinks,Q3,15,manual,name,"[{""qid"": ""Q33084262"", ""label"": ""Chaim"", ""desc"": ""male given name (חיים)"", ""score"": 17}, {""qid"": ""Q3"", ""label"": ""חיים"", ""desc"": ""תכונה מהותית המאפיינת אורגניזמים ביולוגיים"", ""score"": 15}, {""qid"": ""Q868810"", ""label"": ""חיים"", ""desc"": ""להקת אחיות אמריקאיות ממוצא ישראלי-יהודי"", ""score"": 13}, {""qid"": ""Q20000069"", ""label"": ""Chaim"", ""desc"": ""male given name"", ""score"": 11}, {""qid"": ""Q6204571"", ""label"": ""Joachim Jacob Unger"", ""desc"": ""Austrian rabbi (1826-1912)"", ""score"": 11}, {""qid"": ""Q2903933"", ""label"": ""Hayyim Mordecai Margolioth"", ""desc"": ""Polish rabbi"", ""score"": 9}, {""qid"": ""Q1058951"", ""label"": ""Haim"", ""desc"": ""männlicher Vorname"", ""score"": 7}]"
d88e19a3-4f38-47c8-a797-3f891a0b62b6,"חיים בן ר' יוסף בר""פ ז""ל",,,,,,0,,,0,manual,name,[]
50994dbe-99df-4284-b5dc-f68d6e30ea83,"חיים בר""א בר""פ",,,,,,0,,,0,manual,name,[]
564c99ea-e100-490f-96a8-d88cf16e7d1e,"חיים בר""א יורש",,,,,,0,,,0,manual,name,[]
1ad5986b-459c-4efd-a468-7e7cd6d6913d,"חיים ב""ר אפרים בר""מ",,,,,,0,,,0,manual,name,[]
90775548-6053-4373-927c-1795658541f7,"חיים ב""ר הירץ",,,,,,0,,,0,manual,name,[]
2f1b4591-4c44-4d12-8c6c-690021523947,חיים בר יוסף סופר,,,,,,0,,,0,manual,name,[]
e25dc051-4aa6-4350-80e6-776c9a996467,"חיים בר""י סופר",,,,,,0,,,0,manual,name,[]
25a874ca-4b2d-432a-9290-3816fe5865cf,חיים ברעזכין פרימוס דמדינה,,,,,,0,,,0,manual,name,[]
026fe62b-0c85-488e-9855-67b48ec6a887,חיים האלבערשטאם,,,Q744298,Chaim Halberstam,Polish rabbi,22,search_rank_0|p31_human|name_exact|has_sitelinks,Q25636548,20,manual,name,"[{""qid"": ""Q744298"", ""label"": ""Chaim Halberstam"", ""desc"": ""Polish rabbi"", ""score"": 22}, {""qid"": ""Q25636548"", ""label"": ""חיים האלבערשטאם"", ""desc"": """", ""score"": 20}, {""qid"": ""Q25636549"", ""label"": ""חיים האלבערשטאם"", ""desc"": """", ""score"": 18}, {""qid"": ""Q20603372"", ""label"": ""חיים האלבערשטאם"", ""desc"": ""Wikimedia disambiguation page"", ""score"": 11}]"
4ef14254-2bec-4fd3-9788-84481c851321,חיים (חייקא),,,,,,0,,,0,manual,name,[]
93c2f5df-7cc4-4771-bdbc-b3c93f7449b1,חיים לאנצבורג,,,,,,0,,,0,manual,name,[]
3ebfe422-01cd-4ca5-b9d5-e55dacd3de2a,חיים מארקברייט,,,,,,0,,,0,manual,name,[]
cda64d67-aa02-420f-a290-3c70deed7eda,חיים משה מאשלש,,,,,,0,,,0,manual,name,[]
2891d440-7ed2-4597-98a6-57b32a86770d,חיים נחמי' מזרחי,,,,,,0,,,0,manual,name,[]
66b70264-83d0-40d2-adb5-9c6d8e9fd757,חיים ראשמין (בחורי חמד),,,,,,0,,,0,manual,name,[]
9905cc9d-09bf-4ef0-b52f-b30d51ca687c,"חלפן, דניאל בר""ש",,,,,,0,,,0,manual,name,[]
024e5235-20ae-4c32-815a-6d2c52fd171e,"חלפן, שלמה",,,,,,0,,,0,manual,name,[]
a538b3af-1b85-4e3c-bd13-add45d86a620,חנה פיוואני,,,,,,0,,,0,manual,name,[]
8d2bc860-df18-49b6-804f-e6ea49d900b8,"חנוך הענך במהורר שמואל זצ""ל שיק",,,,,,0,,,0,manual,name,[]
665a8f16-5511-472c-aa9f-1972414581d5,"טהעאדאר, דוד",,,,,,0,,,0,manual,name,[]
a080d6c4-e8da-44e7-bc60-b04ce473dd9f,טובי',,,Q128840,Toby Alderweireld,Belgian association football player (born 1989),17,search_rank_0|p31_human|has_sitelinks,Q559819,15,manual,name,"[{""qid"": ""Q128840"", ""label"": ""Toby Alderweireld"", ""desc"": ""Belgian association football player (born 1989)"", ""score"": 17}, {""qid"": ""Q559819"", ""label"": ""Toby Keith"", ""desc"": ""US-amerikanischer Country-Sänger"", ""score"": 15}, {""qid"": ""Q342419"", ""label"": ""Toby Jones"", ""desc"": ""britischer Schauspieler"", ""score"": 13}, {""qid"": ""Q165524"", ""label"": ""טובי מגווייר"", ""desc"": ""שחקן אמריקאי"", ""score"": 11}, {""qid"": ""Q450728"", ""label"": ""Tobe Hooper"", ""desc"": ""American film director, screenwriter and producer (1943-2017)"", ""score"": 9}]"
98e872a9-64fa-4bc7-a957-4fff135c8b4a,"טובי' בעז זצ""ל",,,,,,0,,,0,manual,name,[]
a9c19d28-3932-44bf-9fc7-b5f2c161f264,"טעבלי בר""י מקראסן",,,,,,0,,,0,manual,name,[]
f1b95d20-3908-440e-ae1e-f160ecbd9a52,"טעבלי ב""ר קאפיל ריס",,,,,,0,,,0,manual,name,[]
995af331-8bd8-4001-994b-40e9000813cc,טעבלי העס,,,,,,0,,,0,manual,name,[]
55086c53-c0c3-4646-82ca-d1d6e0860d5c,"טעבלי פ""ד",,,,,,0,,,0,manual,name,[]
9a75e269-12c5-4fa6-a2a2-839cccc5d60a,טריידעל משוורין,,,,,,0,,,0,manual,name,[]
09fa8272-a54b-42f1-8d03-9aa9da013242,ט' שטיינסבערג,,,,,,0,,,0,manual,name,[]
07e02875-5d8e-46f3-8802-cec15ac55191,יאאכים היים,,,,,,0,,,0,manual,name,[]
8da1ded2-7e68-42da-9f94-d51727c8511e,יאאכים הערש,,,,,,0,,,0,manual,name,[]
d73c9e12-d953-4190-9a2d-7e0e08348f21,יאאכים וויינמייער,,,,,,0,,,0,manual,name,[]
c5a6cb7f-5625-4e4b-a723-5f1397a22f6b,יאול יאכימסטהאל,,,,,,0,,,0,manual,name,[]
9ada249a-3556-4e0e-a75f-96a75caf0ebc,יאזעף אפפנהיים,,,,,,0,,,0,manual,name,[]
7f3fcfff-17a9-4335-a7ee-ce4921caf92c,יאזעף ברוך,,,,,,0,,,0,manual,name,[]
ed679a92-abb7-44f1-9bc5-e7f3005be0d5,יאזעף גרינבוים,,,,,,0,,,0,manual,name,[]
e4a9b20d-09e3-4f8d-82af-5fbc359afc24,יאזעף הירש,,,,,,0,,,0,manual,name,[]
5dc84288-e91c-46da-9e87-96af0ae22ef3,יאזעף הירשפעלד,,,,,,0,,,0,manual,name,[]
236ee56a-334f-4291-9c89-2b3f5f81021a,יאזעף ווייסענבערג,,,,,,0,,,0,manual,name,[]
dad990f1-9beb-4749-ba83-59395e9b5708,יאזעף לאצארוס לעווי,,,,,,0,,,0,manual,name,[]
e138d058-be19-4259-b56e-2a07ad2effb8,יאזעף לעווי,,,,,,0,,,0,manual,name,[]
f82954b3-75d9-4236-a7e0-d262ad86d6a0,יאזעף מאזעס קאהן,,,,,,0,,,0,manual,name,[]
d287d4ec-a9b7-463f-8ddc-f666e71b3ede,יאזעף מארקברייטער,,,,,,0,,,0,manual,name,[]
7c60ae90-1f02-45c3-a55b-50a5e364b495,יאזעף קינדערפריינד,,,,,,0,,,0,manual,name,[]
95b8a558-7eed-4dab-8a9b-54c4c7a88b9e,יאנאטהאן הארשיטצער,,,,,,0,,,0,manual,name,[]
8690a25a-6e5b-4778-ac06-669e604735f5,יאנאס מיללער,,,,,,0,,,0,manual,name,[]
1bdba02e-a8fd-46b6-9696-e83cfb37fbec,יאנאס פירטה,,,,,,0,,,0,manual,name,[]
e3df7b9e-0402-4968-b8c3-971c00c17baf,"יאנוב, שבתי בן דוד",,,,,,0,,,0,manual,name,[]
21777fe1-8bf3-4e35-941c-a739e8940c26,יאסעף ליידעסדארפער,,,,,,0,,,0,manual,name,[]
9a0216a5-d366-4bfa-8f7a-5d0690b9bc1c,יאסעף לעהמאן,,,,,,0,,,0,manual,name,[]
835cbd70-fcdb-41a8-9e89-c3cb3d3ac0e4,יאסעף שטרים,,,,,,0,,,0,manual,name,[]
32421940-d8aa-4143-90b4-8e7c2eaad5d7,"יאעל בק""ב",,,,,,0,,,0,manual,name,[]
36ad18c5-ead3-4241-8ee3-6a559b03e710,יאקאב אפפענהיים,,,,,,0,,,0,manual,name,[]
0d5bcd8d-ef92-42f7-8d7d-8bda82cba142,יאקאב גאטטליעב,,,,,,0,,,0,manual,name,[]
335b315d-e971-4586-a6c2-0bbcae19bd3c,יאקאב ווערטהיים (Dr. jur.),,,,,,0,,,0,manual,name,[]
0a99b9ec-a87c-4367-a9ea-275857d97245,יאקאב ליידענסדארף,,,,,,0,,,0,manual,name,[]
dd69bc3a-6c3a-49fc-9367-49982d6ccca3,יאקאב סאקידלאוו,,,,,,0,,,0,manual,name,[]
133e4402-e74e-4d18-a071-730d6671a8e8,יאקאב ק' סוידעק,,,,,,0,,,0,manual,name,[]
2b667122-a8fd-4175-98ad-2132bb8d9237,"יאקב באכי בפ""ד",,,,,,0,,,0,manual,name,[]
2a0f8a32-dc5a-4300-9b14-b93c444865fc,יאקב בן דניאל בלאך,,,,,,0,,,0,manual,name,[]
d47eb50a-e412-4ba5-b792-87956ffa2a88,"יאקב ברא""ד",,,,,,0,,,0,manual,name,[]
a7f2436a-527a-4b5e-9e4f-e5581b9591d2,"יאקב ב""ר יהודא ליב ב""ר זרח סג""ג",,,,,,0,,,0,manual,name,[]
b07af011-85fe-449d-abfd-04e8701d0e19,יאקב בר יוזפה,,,,,,0,,,0,manual,name,[]
fe8f8599-37d7-4d31-883e-444d8affdce6,"יאקב בר""ש",,,,,,0,,,0,manual,name,[]
62d5cba1-bf12-45e5-9c4c-8b4e840baaf5,"יאקב ז""ב",,,,,,0,,,0,manual,name,[]
cfa1a05d-ce46-44f7-91b4-df309eb32aad,יאקב זולצבאך,,,,,,0,,,0,manual,name,[]
3c7a7c0e-949b-4564-9d72-2023f80f2e90,"יאקב פעסילש, פ""וג",,,,,,0,,,0,manual,name,[]
6979a6ae-6ea6-4944-8ca2-e46f7e3fb222,יאקב צוקרמאן,,,,,,0,,,0,manual,name,[]
a8dc4a84-8b12-4646-8284-0ba8a599420f,יאקב צילך,,,,,,0,,,0,manual,name,[]
b118990a-4d39-4a67-87c1-770f410a813a,"יאקב שלעזינגר בה""ב",,,,,,0,,,0,manual,name,[]
60ce1dec-3a2a-4b6b-bbd0-43a88a2b38d5,יהודא הכהן מיערסלוב בן יעקב,,,,,,0,,,0,manual,name,[]
a0d4101e-e9be-437d-8fe4-b272dd793e1d,"יהודא ליב בהגאון משנה דר""ע",,,,,,0,,,0,manual,name,[]
ba38d9dd-4e5b-4444-8323-0e68899d5e47,יהודא ליב בן שניאור,,,,,,0,,,0,manual,name,[]
97bb3647-3ff8-45d2-8ac8-a1df30669a92,"יהודא ליב סג""ל",,,,,,0,,,0,manual,name,[]
4a278ee8-6e20-4be9-957c-3f9b1f0f82e3,"יהודא ס""גל לנדא",,,,,,0,,,0,manual,name,[]
a85184c5-6f4b-4267-ab7b-f415f686711a,"יהודא ס""גל נאטנזאהן",,,,,,0,,,0,manual,name,[]
8fa8958d-da5d-41c7-bcb2-1f1f445f2e85,יהודה ליב בן משה מהמבורג,,,,,,0,,,0,manual,name,[]
18aeffa1-6535-476a-8234-7210974a382d,"יהודה ליב בן משה, מהמבורג",,,,,,0,,,0,manual,name,[]
882ddb7f-c521-441a-babb-317f2ba07983,יהודה ליב מעזריטש,,,,,,0,,,0,manual,name,[]
3530bb63-73c4-4bec-865f-6da35bb8b485,"יהודה ליב פ""ב",,,,,,0,,,0,manual,name,[]
46a6fc7b-b548-4de7-8970-fd9a70764d21,יהוד' ליב,,,,,,0,,,0,manual,name,[]
7e8dd4b9-ed5b-468b-aff0-c4df3bd72412,יהושיע הערצבערג,,,,,,0,,,0,manual,name,[]
b3899791-a5ba-46f2-8ef0-539e8e1e4a7b,"יהושיע ס""גל נאטנזאהן",,,,,,0,,,0,manual,name,[]
ae086740-c683-462b-a46c-78a761737b0f,יהושיע שיפער,,,,,,0,,,0,manual,name,[]
1fb56e2a-b43d-4be8-8293-f5105425d798,"יהושע בר""י",,,,,,0,,,0,manual,name,[]
46ff1a55-5d3f-4c3f-b0d0-35f9b3c43f53,יהושע מליסא,,,,,,0,,,0,manual,name,[]
6add4cce-d0d9-4b68-b256-87f54dae5649,"יואל במהר""ר יקותיאל מגלוגא",,,,,,0,,,0,manual,name,[]
c2e133ca-87de-4f9d-a5aa-97130c08dc29,"יואל בר""ל פרענקיל",,,,,,0,,,0,manual,name,[]
15cfe1f3-24b5-4e1c-a3bb-1b699ed95c2b,יואל האללי,,,,,,0,,,0,manual,name,[]
deb446fa-e3b2-428b-b3ce-2104b7c99f84,יואל היכבורג,,,,,,0,,,0,manual,name,[]
a53bdd93-85eb-400e-b630-8017c02b711b,יואל יפה,,,,,,0,,,0,manual,name,[]
e9599f35-3316-4f3b-bd1a-4a339f29a3b5,יואל מגלוגא,,,,,,0,,,0,manual,name,[]
bcd0e975-6d35-48b6-8484-19e5cc3bd3bf,יואל נויאן,,,,,,0,,,0,manual,name,[]
98f58daa-4d3f-4860-aeb9-282390e7159c,"יודא ב""בה ר""ל, ר""ק",,,,,,0,,,0,manual,name,[]
0d1345a8-9b9a-474a-a87e-1999ac6277b2,יודא בערנבורג,,,,,,0,,,0,manual,name,[]
1344e2f8-9fff-4ec1-a608-ae7149b47854,יודא ברא מהמבורג,,,,,,0,,,0,manual,name,[]
d31b5c2e-270a-4b9b-8f8f-62e33959bbee,"יודל בר""ל",,,,,,0,,,0,manual,name,[]
627c0680-6dee-43d3-805d-9e633e5217ea,יוזיל ווערטהיים,,,,,,0,,,0,manual,name,[]
a77ffde8-39fa-46b2-a061-fd5f3afb6357,יוזל ווערטהיימר,,,,,,0,,,0,manual,name,[]
0613e34d-15a8-4e8c-a800-7d3db1677310,יוזל נחמן,,,,,,0,,,0,manual,name,[]
a236e09d-a65b-410c-82ec-6751c8308343,יוזל שווא,,,,,,0,,,0,manual,name,[]
ef731fce-8003-4738-b9a2-0b529370ae63,"יוזפא געטינג בה""ב",,,,,,0,,,0,manual,name,[]
54223be4-5683-4fa3-a7de-f73f43e82ac4,יוזפא דעטמאלד,,,,,,0,,,0,manual,name,[]
d43e2f27-6ddf-4151-aefd-7bde1b191514,יוזפא לעווי,,,,,,0,,,0,manual,name,[]
1df320a4-254a-48df-a151-b415f76ef086,יוזפא מינדן,,,,,,0,,,0,manual,name,[]
db529d66-a933-480d-b835-b566fcb1de64,"יוזפא ש""ל",,,,,,0,,,0,manual,name,[]
c6bc6200-1681-4853-9a33-9a567f8b6afc,"יוחנן בה""רר שלמה סלמן ס""ט",,,,,,0,,,0,manual,name,[]
902786d2-7291-4fdb-aeaa-ab9f9a1ab414,יונה גלויגא,,,,,,0,,,0,manual,name,[]
07b122b4-f085-4fad-b293-fec430d3a3d8,יונה גלויגא,,,,,,0,,,0,manual,name,[]
5c61fb90-4c16-43c2-94ea-3d115edb2f9f,יוסל האללי,,,,,,0,,,0,manual,name,[]
6b1d1e4b-fa49-44e7-b78c-9c8e1c02cc6f,יוסף,,,Q29051199,Hovsep,male given name (יוסף),17,search_rank_0|name_exact|has_sitelinks,Q145746,15,manual,name,"[{""qid"": ""Q29051199"", ""label"": ""Hovsep"", ""desc"": ""male given name (יוסף)"", ""score"": 17}, {""qid"": ""Q145746"", ""label"": ""יוסף"", ""desc"": ""דמות מקראית, בנו של יעקב"", ""score"": 15}, {""qid"": ""Q17497941"", ""label"": ""יוסף"", ""desc"": ""שם פרטי גברי ערבי (Youssef)"", ""score"": 11}, {""qid"": ""Q128267"", ""label"": ""Joseph"", ""desc"": ""Christian saint; husband of Mary and father of Jesus"", ""score"": 10}, {""qid"": ""Q96311141"", ""label"": ""Josef Lichtenberg"", ""desc"": ""Jewish theater manager and impresario"", ""score"": 9}, {""qid"": ""Q18608492"", ""label"": ""Yosef"", ""desc"": ""männlicher Vorname"", ""score"": 7}]"
7a831014-cbb0-4dfd-a18e-7d91ff89bad4,יוסף,,,Q29051199,Hovsep,male given name (יוסף),17,search_rank_0|name_exact|has_sitelinks,Q145746,15,manual,name,"[{""qid"": ""Q29051199"", ""label"": ""Hovsep"", ""desc"": ""male given name (יוסף)"", ""score"": 17}, {""qid"": ""Q145746"", ""label"": ""יוסף"", ""desc"": ""דמות מקראית, בנו של יעקב"", ""score"": 15}, {""qid"": ""Q17497941"", ""label"": ""יוסף"", ""desc"": ""שם פרטי גברי ערבי (Youssef)"", ""score"": 11}, {""qid"": ""Q128267"", ""label"": ""Joseph"", ""desc"": ""Christian saint; husband of Mary and father of Jesus"", ""score"": 10}, {""qid"": ""Q96311141"", ""label"": ""Josef Lichtenberg"", ""desc"": ""Jewish theater manager and impresario"", ""score"": 9}, {""qid"": ""Q18608492"", ""label"": ""Yosef"", ""desc"": ""männlicher Vorname"", ""score"": 7}]"
2ee393ae-f158-44f8-896f-2f3484cc456e,יוסף,,,Q29051199,Hovsep,male given name (יוסף),17,search_rank_0|name_exact|has_sitelinks,Q145746,15,manual,name,"[{""qid"": ""Q29051199"", ""label"": ""Hovsep"", ""desc"": ""male given name (יוסף)"", ""score"": 17}, {""qid"": ""Q145746"", ""label"": ""יוסף"", ""desc"": ""דמות מקראית, בנו של יעקב"", ""score"": 15}, {""qid"": ""Q17497941"", ""label"": ""יוסף"", ""desc"": ""שם פרטי גברי ערבי (Youssef)"", ""score"": 11}, {""qid"": ""Q128267"", ""label"": ""Joseph"", ""desc"": ""Christian saint; husband of Mary and father of Jesus"", ""score"": 10}, {""qid"": ""Q96311141"", ""label"": ""Josef Lichtenberg"", ""desc"": ""Jewish theater manager and impresario"", ""score"": 9}, {""qid"": ""Q18608492"", ""label"": ""Yosef"", ""desc"": ""männlicher Vorname"", ""score"": 7}]"
